Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
CIA,CHAMPION IRON LIMITED,5.03,-1.17878193,-0.06,Strong Sell,2217727,11155166.81,2632513035,7.22703393,0.7252,,Non-Energy Minerals
SGR,THE STAR ENTERTAINMENT GROUP LIMITED,2.68,-0.74074074,-0.02,Strong Sell,1334014,3575157.52,2555520382,,-0.2092,,Consumer Services
NIC,NICKEL INDUSTRIES LIMITED,0.905,-3.20855615,-0.03,Sell,15245070,13796788.35,2553740671,10.58890147,0.0883,,Non-Energy Minerals
PXA,PEXA GROUP LIMITED,14.03,-0.63739377,-0.09,Sell,99935,1402088.05,2503839925,114.61038961,0.1232,,Technology Services
PDN,PALADIN ENERGY LTD,0.785,-6.54761905,-0.055,Buy,13509980,10605334.3,2501334326,,-0.0135,,Non-Energy Minerals
ARB,ARB CORPORATION LIMITED.,29.79,-1.55320555,-0.47,Sell,93537,2786467.23,2476956199,20.25435074,1.494,,Producer Manufacturing
LOV,LOVISA HOLDINGS LIMITED,22.08,-0.98654709,-0.22,Buy,341755,7545950.4,2396350071,41.23520525,0.5433,,Retail Trade
EVT,EVENT HOSPITALITY AND ENTERTAINMENT LTD,14.64,-1.48048452,-0.22,Neutral,51925,760182,2395365236,45.20839671,0.3308,,Consumer Services
CXO,CORE LITHIUM LTD,1.285,-5.16605166,-0.07,Sell,22113247,28415522.395,2353899847,,-0.004,,Non-Energy Minerals
VNT,VENTIA SERVICES GROUP LIMITED,2.78,1.45985401,0.04,Buy,1582069,4398151.82,2344027363,27.67676768,0.099,,Finance
MFG,MAGELLAN FINANCIAL GROUP LIMITED,12.47,-1.57853197,-0.2,Strong Sell,526244,6562262.68,2326685747,6.09603541,2.0784,135,Finance
SYA,SAYONA MINING LIMITED,0.255,-8.92857143,-0.025,Neutral,67680665,17258569.575,2323659307,21.53846154,0.014,,Process Industries
SUL,SUPER RETAIL GROUP LIMITED,10.19,-0.48828125,-0.05,Sell,460536,4692861.84,2312463386,9.6749811,1.0681,14883,Distribution Services
BFL,BSP FINANCIAL GROUP LIMITED,4.9,0,0,Sell,3464,16973.6,2289394948,5.72028952,0.8566,772,Finance
IFL,INSIGNIA FINANCIAL LTD,3.37,-1.74927114,-0.06,Neutral,1111274,3744993.38,2240022841,60.81560284,0.0568,,Finance
